region,district,city,neighborhood,mls,url,year,quarter,price_band,boundary_id,vendor,subtype,liveby_url,tech_contact
Houston,,Greater Heights Area,,HAR ,https://www.sothebysrealty.com/eng/houstontx/magazines/market,"2018, 2019, 2020, 2021",4,,5a2f0d4a47a56025d5889e91,har,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=jsrm0glbXD&neighborhood=Greater%20Heights&brokerage=liveby&features=map,Paul.Kilian@sothebys.realty / Gregg.VanHouten@sothebys.realty
Houston,,Hockley,,HAR ,https://www.sothebysrealty.com/eng/houstontx/magazines/market,"2018, 2019, 2020, 2021",4,,61fc493f8531bb0009abfff0,har,SingleFamilyResidence,https://stage.admin.liveby.com/preview.html?stage=true&id=nWlo0uZoZD&neighborhood=Hockley&brokerage=liveby&features=map,Paul.Kilian@sothebys.realty / Gregg.VanHouten@sothebys.realty
Houston,,Houston,,HAR ,https://www.sothebysrealty.com/eng/houstontx/magazines/market,"2018, 2019, 2020, 2021",4,,620ab42f4522a2ec0b8e3a69,har,SingleFamilyResidence,https://stage.admin.liveby.com/preview.html?stage=true&id=hvep0sRdcD&neighborhood=Greater%20Houston&brokerage=liveby&features=map,Paul.Kilian@sothebys.realty / Gregg.VanHouten@sothebys.realty
Houston,,Katy Area,,HAR ,https://www.sothebysrealty.com/eng/houstontx/magazines/market,"2018, 2019, 2020, 2021",4,,61fd391618368c0009ab3739,har,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=djjm0gfiZD&neighborhood=Katy%20Area&brokerage=liveby&features=map,Paul.Kilian@sothebys.realty / Gregg.VanHouten@sothebys.realty
Houston,,Kingwood Area,,HAR ,https://www.sothebysrealty.com/eng/houstontx/magazines/market,"2018, 2019, 2020, 2021",4,,61658a8bebdefe0008c83143,har,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=vcjo0uWRWD&neighborhood=Kingwood&brokerage=liveby&features=map,Paul.Kilian@sothebys.realty / Gregg.VanHouten@sothebys.realty
Houston,,Lake Conroe,,HAR ,https://www.sothebysrealty.com/eng/houstontx/magazines/market,"2018, 2019, 2020, 2021",4,,61658a8de6c2e10009a9cb96,har,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=hbrq0mwhYD&neighborhood=Lake%20Conroe%20Area&brokerage=liveby&features=map,Paul.Kilian@sothebys.realty / Gregg.VanHouten@sothebys.realty
Houston,,League City,,HAR ,https://www.sothebysrealty.com/eng/houstontx/magazines/market,"2018, 2019, 2020, 2021",4,,61fc4941c0be1b0009f5d613,har,SingleFamilyResidence,https://stage.admin.liveby.com/preview.html?stage=true&id=tbRl0cYgVD&neighborhood=League%20City&brokerage=liveby&features=map,Paul.Kilian@sothebys.realty / Gregg.VanHouten@sothebys.realty
Houston,,Magnolia Area,,HAR ,https://www.sothebysrealty.com/eng/houstontx/magazines/market,"2018, 2019, 2020, 2021",4,,61fc49432bf027000912e80b,har,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=jXdp0gdrYD&neighborhood=Magnolia%20Area&brokerage=liveby&features=map,Paul.Kilian@sothebys.realty / Gregg.VanHouten@sothebys.realty
Houston,,Medical / Museum District Area,,HAR ,https://www.sothebysrealty.com/eng/houstontx/magazines/market,"2018, 2019, 2020, 2021",4,,61c4a4cf3500d90008e083b8,har,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=tRcm0UdYXD&neighborhood=Medical%20/%20Museum%20District%20Area&brokerage=liveby&features=map,Paul.Kilian@sothebys.realty / Gregg.VanHouten@sothebys.realty
Houston,,Memorial Close-In,,HAR ,https://www.sothebysrealty.com/eng/houstontx/magazines/market,"2018, 2019, 2020, 2021",4,,5d279e75f96e860001d9bf80,har,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=Xenm0eUnXD&neighborhood=Memorial%20Close-in&brokerage=liveby&features=map,Paul.Kilian@sothebys.realty / Gregg.VanHouten@sothebys.realty
Houston,,Memorial Park / Washington Corridor Area,,HAR ,https://www.sothebysrealty.com/eng/houstontx/magazines/market,"2018, 2019, 2020, 2021",4,,61fc493d7617500009759641,har,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=hwlm0owdXD&neighborhood=Memorial%20Park%20/%20Washington%20Corridor%20Area&brokerage=liveby&features=map,Paul.Kilian@sothebys.realty / Gregg.VanHouten@sothebys.realty
Houston,,Memorial Vilages,,HAR ,https://www.sothebysrealty.com/eng/houstontx/magazines/market,"2018, 2019, 2020, 2021",4,,5ff769eb232e91000825424a,har,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=VRpm0UuuXD&neighborhood=Memorial%20Villages&brokerage=liveby&features=map,Paul.Kilian@sothebys.realty / Gregg.VanHouten@sothebys.realty
Houston,,Memorial West,,HAR ,https://www.sothebysrealty.com/eng/houstontx/magazines/market,"2018, 2019, 2020, 2021",4,,5ff7652e1058e80008c8ac7c,har,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=takm0krVYD&neighborhood=Memorial%20West&brokerage=liveby&features=map,Paul.Kilian@sothebys.realty / Gregg.VanHouten@sothebys.realty
Houston,,Meyerland,,HAR ,https://www.sothebysrealty.com/eng/houstontx/magazines/market,"2018, 2019, 2020, 2021",4,,61658aa4e6c2e10009a9cb98,har,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=dcWm0ovnXD&neighborhood=Meyerland%20Area&brokerage=liveby&features=map,Paul.Kilian@sothebys.realty / Gregg.VanHouten@sothebys.realty
Houston,,North Cypress and Tomball,,HAR ,https://www.sothebysrealty.com/eng/houstontx/magazines/market,"2018, 2019, 2020, 2021",4,,61c4a4e7869f1a0008897822,har,SingleFamilyResidence,https://stage.admin.liveby.com/preview.html?stage=true&id=ndgo0sVnYD&neighborhood=North%20Cypress%20and%20Tomball&brokerage=liveby&features=map,Paul.Kilian@sothebys.realty / Gregg.VanHouten@sothebys.realty
Houston,,Oak Forest / Shepard Park Plaza Area,,HAR ,https://www.sothebysrealty.com/eng/houstontx/magazines/market,"2018, 2019, 2020, 2021",4,,61c4a4cfc44fc10007351a80,har,SingleFamilyResidence,https://stage.admin.liveby.com/preview.html?stage=true&id=nXTn0kWiXD&neighborhood=Oak%20Forest%20/%20Shepard%20Park%20Plaza%20Area&brokerage=liveby&features=map,Paul.Kilian@sothebys.realty / Gregg.VanHouten@sothebys.realty
Houston,,Pearland,,HAR ,https://www.sothebysrealty.com/eng/houstontx/magazines/market,"2018, 2019, 2020, 2021",4,,6165de6aeeefc90008c103fb,har,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=Tfhl0USpWD&neighborhood=Pearland&brokerage=liveby&features=map,Paul.Kilian@sothebys.realty / Gregg.VanHouten@sothebys.realty
Houston,,Porter / New Caney Area,,HAR ,https://www.sothebysrealty.com/eng/houstontx/magazines/market,"2018, 2019, 2020, 2021",4,,61658ae79c1ab200087654f4,har,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=fnpo0UcbWD&neighborhood=Porter/New%20Caney&brokerage=liveby&features=map,Paul.Kilian@sothebys.realty / Gregg.VanHouten@sothebys.realty
Houston,,River Oaks Area,,HAR ,https://www.sothebysrealty.com/eng/houstontx/magazines/market,"2018, 2019, 2020, 2021",4,,61fc493d578e93000961a216,har,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=dckm0iufXD&neighborhood=River%20Oaks%20Area&brokerage=liveby&features=map,Paul.Kilian@sothebys.realty / Gregg.VanHouten@sothebys.realty
Houston,,River Oaks Proper,,HAR ,https://www.sothebysrealty.com/eng/houstontx/magazines/market,"2018, 2019, 2020, 2021",4,,61fc493d942b2d0009393baa,har,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=Tlkm0UqfXD&neighborhood=River%20Oaks%20Proper&brokerage=liveby&features=map,Paul.Kilian@sothebys.realty / Gregg.VanHouten@sothebys.realty
Houston,,Spring Area,,HAR ,https://www.sothebysrealty.com/eng/houstontx/magazines/market,"2018, 2019, 2020, 2021",4,,61fc4949788805000988e13b,har,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=vYmo0YlhXD&neighborhood=Spring%20Area&brokerage=liveby&features=map,Paul.Kilian@sothebys.realty / Gregg.VanHouten@sothebys.realty
Houston,,Spring Branch,,HAR ,https://www.sothebysrealty.com/eng/houstontx/magazines/market,"2018, 2019, 2020, 2021",4,,61658b01ebdefe0008c83149,har,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=pltm0YZwXD&neighborhood=Spring%20Branch&brokerage=liveby&features=map,Paul.Kilian@sothebys.realty / Gregg.VanHouten@sothebys.realty
Houston,,Tanglewood / Galleria Area,,HAR ,https://www.sothebysrealty.com/eng/houstontx/magazines/market,"2018, 2019, 2020, 2021",4,,61fc49415590db0009dc1a79,har,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=fhkm0iWrXD&neighborhood=Tanglewood%20/%20Galleria%20Area&brokerage=liveby&features=map,Paul.Kilian@sothebys.realty / Gregg.VanHouten@sothebys.realty
Houston,,Tanglewood Proper,,HAR ,https://www.sothebysrealty.com/eng/houstontx/magazines/market,"2018, 2019, 2020, 2021",4,,61fc49418531bb0009abfff1,har,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=ZRmm0afpXD&neighborhood=Tanglewood%20Proper&brokerage=liveby&features=map,Paul.Kilian@sothebys.realty / Gregg.VanHouten@sothebys.realty
Houston,,The Woodlands,,HAR ,https://www.sothebysrealty.com/eng/houstontx/magazines/market,"2018, 2019, 2020, 2021",4,,61fc49457617500009759642,har,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=rjVp0YjSYD&neighborhood=The%20Woodlands&brokerage=liveby&features=map,Paul.Kilian@sothebys.realty / Gregg.VanHouten@sothebys.realty
Houston,,West U / Southside,,HAR ,https://www.sothebysrealty.com/eng/houstontx/magazines/market,"2018, 2019, 2020, 2021",4,,5ff76825629f5700059873c9,har,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=jTcm0wkfXD&neighborhood=West%20University/Southside%20Area&brokerage=liveby&features=map,Paul.Kilian@sothebys.realty / Gregg.VanHouten@sothebys.realty
Houston,,Willow Meadows,,HAR ,https://www.sothebysrealty.com/eng/houstontx/magazines/market,"2018, 2019, 2020, 2021",4,,61fc49428531bb0009abfff2,har,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=nZUm0YfjXD&neighborhood=Willow%20Meadows&brokerage=liveby&features=map,Paul.Kilian@sothebys.realty / Gregg.VanHouten@sothebys.realty
Monterey,Monterey Peninsula,Big Sur,,,https://www.sothebysrealty.com/eng/monterey-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5e75fb1c203b81749b82f200,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=Vrmt1uYXXI&neighborhood=Big%20Sur&brokerage=liveby&features=map,tony.pena@sothebys.realty
Monterey,Monterey Peninsula,Carmel,,,https://www.sothebysrealty.com/eng/monterey-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5be621fefc1f295d612564fe,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=diUw1wVWZI&neighborhood=Carmel%20-%20by%20-%20the%20-%20Sea&brokerage=liveby&features=map,tony.pena@sothebys.realty
Monterey,Monterey Peninsula,Carmel Valley,,,https://www.sothebysrealty.com/eng/monterey-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5ad11e9d838d7400011465e2,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=nSnv1mowXI&neighborhood=Carmel%20Valley%20Village&brokerage=liveby&features=map,tony.pena@sothebys.realty
Monterey,Monterey Peninsula,Marina,,,https://www.sothebysrealty.com/eng/monterey-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af87ee397c60e236c14c59b,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=rStw1UdbYI&neighborhood=Marina&brokerage=liveby&features=map,tony.pena@sothebys.realty
Monterey,Monterey Peninsula,Monterey,,,https://www.sothebysrealty.com/eng/monterey-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af87fb497c60e236c14c5e3,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=ZVbw1osrYI&neighborhood=Monterey&brokerage=liveby&features=map,tony.pena@sothebys.realty
Monterey,Monterey Peninsula,Monterey,,,https://www.sothebysrealty.com/eng/monterey-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af87fb497c60e236c14c5e3,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=ZVbw1osrYI&neighborhood=Monterey&brokerage=liveby&features=map,tony.pena@sothebys.realty
Monterey,Monterey Peninsula,Monterey / Salinas Highway,,,https://www.sothebysrealty.com/eng/monterey-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,61c9fa76335076000946a431,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=Xlbw1SeRYI&neighborhood=Monterey-Salinas%20Highway&brokerage=liveby&features=map,tony.pena@sothebys.realty
Monterey,Monterey Peninsula,Monterey Peninsula,,,https://www.sothebysrealty.com/eng/monterey-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,61cb6f247f3bf7f3d143425d,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=juiu1eYmWI&neighborhood=Monterey%20Peninsula&brokerage=liveby&features=map,tony.pena@sothebys.realty
Monterey,Monterey Peninsula,Pacific Grove,,,https://www.sothebysrealty.com/eng/monterey-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5be62215fc1f295d61256524,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=nihw1krWZI&neighborhood=Pacific%20Grove&brokerage=liveby&features=map,tony.pena@sothebys.realty
Monterey,Monterey Peninsula,Pebble Beach,,,https://www.sothebysrealty.com/eng/monterey-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5e760158203b81749b82f32c,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=reaw1WlYZI&neighborhood=Pebble%20Beach&brokerage=liveby&features=map,tony.pena@sothebys.realty
Monterey,Monterey Peninsula,Seaside,,,https://www.sothebysrealty.com/eng/monterey-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af87ee697c60e236c14c59d,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=vvgw1SolYI&neighborhood=Seaside&brokerage=liveby&features=map,tony.pena@sothebys.realty
Monterey,Santa Cruz County,Aptos,,,https://www.sothebysrealty.com/eng/monterey-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af880c197c60e236c14c655,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=jaqS2ocwYI&neighborhood=Aptos&brokerage=liveby&features=map,tony.pena@sothebys.realty
Monterey,Santa Cruz County,Aptos Hills-Larkin Valley,,,https://www.sothebysrealty.com/eng/monterey-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af880c397c60e236c14c656,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=hRkS2makYI&neighborhood=Aptos%20Hills-Larkin%20Valley&brokerage=liveby&features=map,tony.pena@sothebys.realty
Monterey,Santa Cruz County,Capitola,,,https://www.sothebysrealty.com/eng/monterey-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af87d2b97c60e236c14c502,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=psmS2smcZI&neighborhood=Capitola&brokerage=liveby&features=map,tony.pena@sothebys.realty
Monterey,Santa Cruz County,La Selva Beach,,,https://www.sothebysrealty.com/eng/monterey-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af88b26dd318e254785d6e7,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=bucS2cwnYI&neighborhood=La%20Selva%20Beach&brokerage=liveby&features=map,tony.pena@sothebys.realty
Monterey,Santa Cruz County,Santa Cruz,,,https://www.sothebysrealty.com/eng/monterey-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af8808497c60e236c14c636,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=pkoS2sjrZI&neighborhood=Santa%20Cruz&brokerage=liveby&features=map,tony.pena@sothebys.realty
Monterey,Santa Cruz County,Scotts Valley,,,https://www.sothebysrealty.com/eng/monterey-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af87d2d97c60e236c14c503,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=fYWT2gVoZI&neighborhood=Scotts%20Valley&brokerage=liveby&features=map,tony.pena@sothebys.realty
Monterey,Santa Cruz County,Soquel,,,https://www.sothebysrealty.com/eng/monterey-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af88de5dd318e254785d84e,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=bgqS2elbZI&neighborhood=Soquel&brokerage=liveby&features=map,tony.pena@sothebys.realty
Monterey,Santa Cruz County,Watsonville,,,https://www.sothebysrealty.com/eng/monterey-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af8808097c60e236c14c635,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=ZYcS2mbYYI&neighborhood=Watsonville&brokerage=liveby&features=map,tony.pena@sothebys.realty
Monterey,Santa Cruz County,,,,https://www.sothebysrealty.com/eng/monterey-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5b02eea4a72c6fcc9b8585ed,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=lRWT2mYtYI&neighborhood=Santa%20Cruz%20County&brokerage=liveby&features=map,tony.pena@sothebys.realty
NYC,All NYC,New York,,,https://www.sothebysrealty.com/eng/nyc/magazines/market,"2018, 2019, 2020, 2021",4,,5afa1ed3435ebd270db32556,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=help2osSU9&neighborhood=New%20York&brokerage=liveby&features=map,sam.coppola@sothebys.realty
NYC,All NYC,,Downtown,,https://www.sothebysrealty.com/eng/nyc/magazines/market,"2018, 2019, 2020, 2021",4,,5c2e1da1ce62d600016c26b0,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=Zlip2qtmU9&neighborhood=Lower%20Manhattan&brokerage=liveby&features=map,sam.coppola@sothebys.realty
NYC,All NYC,,FiDi / Battery Park,,https://www.sothebysrealty.com/eng/nyc/magazines/market,"2018, 2019, 2020, 2021",4,,5c2e34dbac67c40001145f74,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=Vhfp2knnU9&neighborhood=Battery%20Park/Financial%20District&brokerage=liveby&features=map,sam.coppola@sothebys.realty
NYC,All NYC,,Midtown,,https://www.sothebysrealty.com/eng/nyc/magazines/market,"2018, 2019, 2020, 2021",4,,56699b2edd4700202391b03a,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=Rupp2SohU9&neighborhood=Midtown&brokerage=liveby&features=map,sam.coppola@sothebys.realty
NYC,All NYC,,Upper East Side,,https://www.sothebysrealty.com/eng/nyc/magazines/market,"2018, 2019, 2020, 2021",4,,56699b55dd4700202391bc65,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=Tjsp2modU9&neighborhood=Upper%20East%20Side&brokerage=liveby&features=map,sam.coppola@sothebys.realty
NYC,All NYC,,Upper West Side,,https://www.sothebysrealty.com/eng/nyc/magazines/market,"2018, 2019, 2020, 2021",4,,56699b2edd4700202391b03d,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=rwvp2gfgU9&neighborhood=Upper%20West%20Side&brokerage=liveby&features=map,sam.coppola@sothebys.realty
NYC,All NYC,,Uptown,,https://www.sothebysrealty.com/eng/nyc/magazines/market,"2018, 2019, 2020, 2021",4,,5c2e2f3cac67c40001145f73,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=nYYq2WgZU9&neighborhood=Upper%20Manhattan&brokerage=liveby&features=map,sam.coppola@sothebys.realty
Palm Beach,All Palm Beach,Palm Beach,,,,"2018, 2019, 2020, 2021",4,,5af8f1a44b95ec26f2e867e0,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=TclT0WbhZA&neighborhood=Palm%20Beach&brokerage=liveby&features=map,Michael.Kramer@sothebys.realty
Palm Beach,All Palm Beach,Palm Beach / In-Town,,,,"2018, 2019, 2020, 2021",4,,5af8f1a44b95ec26f2e867e0,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=TclT0WbhZA&neighborhood=Palm%20Beach&brokerage=liveby&features=map,Michael.Kramer@sothebys.realty
Palm Beach,All Palm Beach,Palm Beach South End,,,,"2018, 2019, 2020, 2021",4,,5da3907053ceed00015fed35,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=tVoT0kmjZA&neighborhood=South%20End&brokerage=liveby&features=map,Michael.Kramer@sothebys.realty
Palm Beach,All Palm Beach,West Palm Beach,,,,"2018, 2019, 2020, 2021",4,,5af8eff24b95ec26f2e86712,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=hfVU0STRaA&neighborhood=West%20Palm%20Beach&brokerage=liveby&features=map,Michael.Kramer@sothebys.realty
Palm Beach,All Palm Beach,,,,,"2018, 2019, 2020, 2021",4,,61c2515183eb750009af076c,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=ZqhU0chwZA&neighborhood=All%20Palm%20Beach&brokerage=liveby&features=map,Michael.Kramer@sothebys.realty
Pasadena,,Altadena,,,https://www.sothebysrealty.com/eng/pasadena-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5e54246f09747e0001033b9c,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=rumh1SsTiH&neighborhood=Altadena&brokerage=liveby&features=map,ronnica.weaver@sothebys.realty
Pasadena,,Arcadia,,,https://www.sothebysrealty.com/eng/pasadena-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5e54246fc278a80001d14ae7,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=Ziah1uXehH&neighborhood=Arcadia&brokerage=liveby&features=map,ronnica.weaver@sothebys.realty
Pasadena,,Glendale,,,https://www.sothebysrealty.com/eng/pasadena-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5e542479fba6a10001ca7987,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=VXlh1ceniH&neighborhood=Glendale&brokerage=liveby&features=map,ronnica.weaver@sothebys.realty
Pasadena,,La Canada Flintridge,,,https://www.sothebysrealty.com/eng/pasadena-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5e54247bebb8790001c7a5bf,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=hRqh1uaeiH&neighborhood=La%20Canada%20Flintridge&brokerage=liveby&features=map,ronnica.weaver@sothebys.realty
Pasadena,,Pasadena,,,https://www.sothebysrealty.com/eng/pasadena-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5a1ee69e3e8deb6c7853b399,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=RZjh1whUiH&neighborhood=Pasadena&brokerage=liveby&features=map,ronnica.weaver@sothebys.realty
Pasadena,,Pasadena (City),,,https://www.sothebysrealty.com/eng/pasadena-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5a1ee69e3e8deb6c7853b399,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=RZjh1whUiH&neighborhood=Pasadena&brokerage=liveby&features=map,ronnica.weaver@sothebys.realty
Pasadena,,San Gabriel,,,https://www.sothebysrealty.com/eng/pasadena-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5af87d1097c60e236c14c4f7,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=prUh1YZqhH&neighborhood=San%20Gabriel&brokerage=liveby&features=map,ronnica.weaver@sothebys.realty
Pasadena,,San Marino,,,https://www.sothebysrealty.com/eng/pasadena-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5e5424859e4df90001782925,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=ZlZh1uUuhH&neighborhood=San%20Marino&brokerage=liveby&features=map,ronnica.weaver@sothebys.realty
Pasadena,,Sierra Madre,,,https://www.sothebysrealty.com/eng/pasadena-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5e54248627e0e90001ead8ea,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=vcih1UighH&neighborhood=Sierra%20Madre&brokerage=liveby&features=map,ronnica.weaver@sothebys.realty
Pasadena,,South Pasadena,,,https://www.sothebysrealty.com/eng/pasadena-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5e542486ebb8790001c7a5c6,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=ZiXh1ipWiH&neighborhood=South%20Pasadena&brokerage=liveby&features=map,ronnica.weaver@sothebys.realty
Pasadena,,Sparr Heights / La Crescenta / Montrose,,,https://www.sothebysrealty.com/eng/pasadena-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,5e54247b09747e0001033ba4,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=njth1sqliH&neighborhood=La%20Crescenta-Montrose&brokerage=liveby&features=map,ronnica.weaver@sothebys.realty
Pasadena,,,,,https://www.sothebysrealty.com/eng/pasadena-real-estate/magazines/market,"2018, 2019, 2020, 2021",4,,61d606176f98f0000804a5ea,,SingleFamilyResidence,https://admin.liveby.com/preview.html?id=fSdh1abRiH&neighborhood=Pasadena%20Region&brokerage=liveby&features=map,ronnica.weaver@sothebys.realty
Bay Area,District 1,San Francisco,,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 1,San Francisco,Jordan Park,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 1,San Francisco,Lake Street,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 1,San Francisco,Laurel Heights,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 1,San Francisco,Lone Mountain,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 1,San Francisco,Outer Richmond,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 1,San Francisco,Central Richmond,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 1,San Francisco,Inner Richmond,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 1,San Francisco,Sea Cliff,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 4,San Francisco,,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 4,San Francisco,Balboa Terrace,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 4,San Francisco,Diamond Heights,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 4,San Francisco,Forest Hill,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 4,San Francisco,Forest Hill Extension,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 4,San Francisco,Forest Knolls,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 4,San Francisco,Ingleside Terrace,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 4,San Francisco,Midtown Terrace,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 4,San Francisco,Miraloma Park,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 4,San Francisco,Monterey Heights,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 4,San Francisco,Mt Davidson Manor,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 4,San Francisco,Sherwood Forest,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 4,San Francisco,St. Francis Wood,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
Bay Area,District 4,San Francisco,Sunnyside,,,"2018, 2019, 2020, 2021",4,,,,SingleFamilyResidence,,
